ul_inner_mm,ul_middle_mm,ul_outer_mm,uphi_inner_deg,uphi_middle_deg,uphi_outer_deg,tip_x_mm,tip_y_mm,tip_z_mm
315.97187347519724,109.35200880017356,61.91648388447707,71.05249046137101,-146.09615476044618,171.22404658923213,-110.0596352622055,-117.04697197829594,263.2930284189913
172.70864511731733,146.65772797121002,60.89117615922824,-17.86106235759583,-46.51271127627076,153.63539598549664,40.00020056536739,13.860432968212272,156.18447258162794
238.12563251864927,148.9988834683835,51.50920960645317,-98.19406015748031,19.65052332570053,-157.0257878024969,75.8773968089033,-119.7231371942822,157.03888089501967
297.20763988824706,131.7706298540468,66.21049375940656,-52.370651473247385,169.4512887821652,141.52360367599118,-30.28901444531997,-220.04611415393606,161.04370986874997
207.74194858538078,83.23897545403682,62.27067976590095,-164.23064431659765,-124.45578285568277,65.89762316728367,24.775054273457243,-12.592358892036694,205.10963689766712
226.2299334429112,166.41245625128127,59.58097247262537,-46.6345058274472,-10.959907940709149,-111.79031072965715,-62.5805871981792,-104.45072573882102,156.5356402492502
146.15084941291963,86.31921387638464,10.393720426837731,61.133038085703724,-22.625309205960935,119.76415058082148,-19.97952126679168,71.35775422193848,117.53372785612365
306.66002227982005,91.6243805559673,56.02120816017993,109.71516869884867,-40.5077835491372,-76.20188258511212,-140.49316207181795,-10.09260149719041,267.87278789325524
126.55606519587931,70.72712719296548,54.599640317998045,-177.34958288963801,103.29277590076983,59.34630837313157,68.18987784964258,16.932704358766614,99.45729193957256
239.12844382674848,145.09371894262713,56.41323029010681,24.746830543041746,-129.67308067404332,-138.76917352704956,-78.74600099014617,29.75621265607463,206.07146610458503
244.94714132847568,108.36802402962431,53.47223694323773,95.39958866976922,48.49859520021269,19.288584236878496,29.16898958776058,184.32172378349307,130.59119737864913
91.04460859587591,82.81040382260647,44.736572859633085,-22.781739876349548,-102.74951778496948,-32.929688259130984,-16.268644829785252,14.477663077676425,87.43477406821228
107.10838811731291,92.0703843628607,68.2722458614533,-78.70179887208126,-74.30624720399389,58.28994530168222,10.1709054445148,22.879262219809068,103.34870700610124
280.47689953658846,142.89274720459105,44.562572187302266,-33.70072988157461,113.04733847977248,-119.88974883322659,-158.54221303934744,-141.11955176711683,127.5766685959275
257.53497133372366,16.961488294609207,1.8169658507088382,-13.724197109500542,-121.94215954790336,0.3761190372108736,36.03604886632258,-16.97468863440315,254.33907472689614
223.76505299192257,122.07479034105961,12.184968217053473,-42.83235860526631,-71.45564790676444,46.901733522799844,-86.23064988652447,-117.47044157120479,140.50816075076816
77.73589021512333,41.3084674382042,28.945008844271236,166.28315923782523,147.08904865473855,71.89456817186984,21.60192744264807,-7.117573583802069,73.61833146911984
309.16086618497286,165.4155901784413,21.269596916761568,78.08046809723842,-18.22985922823608,-81.99303773574276,-62.446293038514774,-222.70102673389792,113.52885921646627
243.43744230416377,154.1934673091398,7.7112769722799435,-107.14918867371709,-69.8556153057651,28.51904481908255,-63.55034468393339,-167.77953990560263,98.10444576306391
301.13694934342226,147.65216365848184,14.141822635138537,79.00666414233724,-24.446505680962662,45.83118265287955,-229.9823506358285,11.782801818516337,123.0675620355876
145.6807799251901,126.83583337149709,46.72783751301884,-30.309335218580532,-165.0188974097187,-2.163305071973185,41.76300065661469,24.441137274751387,128.14683478411283
78.46036624212171,47.14417516178946,26.38889698662283,31.552045983976335,-118.586531326721,153.043242615647,-4.644282746910138,-8.136836462895587,77.60432527189894
243.3633491500012,89.32855283090065,46.4848911760316,-171.79060642930892,165.08131676692034,-6.370762700555916,82.17254734427227,57.55287400345603,215.54294467849033
207.03560967537433,71.50246334366096,62.61881818002289,-3.3454820323724688,157.61752379099383,25.822098855387136,69.4530290493492,31.417493821170915,190.43315206659477
164.9463495112626,73.15220306504511,37.8791520845563,7.442064889753604,-21.991874290183194,-172.21965124308105,27.48105429147239,-31.050611699297363,157.25285494802455
185.96937244749023,159.2114524642304,66.10335393554863,19.453011674057784,-140.91273319124033,62.00643349433221,5.039421356005764,-52.81861098300965,163.61676836573224
287.14444034034256,119.76439678846462,22.498702707120668,96.71309709035653,-141.21325945587722,149.76426424953885,-164.68077531779264,57.12811005905389,201.1408960780672
204.9211769660392,24.088222312189245,18.417119271590465,-46.46797780952205,118.72430752766873,110.97052994314866,49.43036535644058,-27.807240318798502,196.59103774362995
217.53486649690242,163.18789185776552,25.371111425817226,5.420566523417234,-87.85256739566302,156.9756852176268,20.859859416621504,117.65362042955452,139.20024807581575
163.70180028491376,20.212019579703146,13.168625406561453,177.25520306010134,141.00381585176902,89.49888700450171,27.85730467498654,-17.729214416248663,160.19259130842852
258.3325500383061,159.47928340743812,71.263399270282,-66.26554134091452,97.92447555995568,58.19805474039399,200.35528391098507,49.440677252082665,48.72698968699405
272.29684587879257,43.1280958289838,29.892618309896804,-85.51421426776872,157.25273419216052,-93.25059299795349,-81.15306263956947,-14.263130029616987,258.69555749430515
174.68559994241224,142.9477349956698,9.820634592918882,-115.46340906321392,35.77780494750367,134.8423347014872,98.0880340158914,68.55485882233627,92.76259690783924
286.2472167761195,63.59313149422607,15.71477325716586,169.85751338194825,0.26682703284323317,-128.19689908154973,-8.848737207285247,-130.79026526723428,250.0942856992203
80.77840304278753,39.900383915822516,1.1149030166561236,63.95712250062869,-136.1402983337288,2.27877538342788,24.513246618352824,-7.315804554250046,75.713882888076
167.59287997752756,122.05502381816518,55.54099485143092,109.48482942561456,77.5465666616886,86.03424140959503,119.1603625239603,26.296272947280112,85.25175823413156
326.83633322870276,30.22525512489729,10.484620124585062,-36.87185022302137,-71.6584709588617,-4.109743673448003,-7.237416466734545,-34.66912802266157,324.60948690289973
